"","genesysId","instCode","acceNumb","genus","anthesis1","anthrac","awns","basaltillr","branchangl","endosprmco","endosprmtx","endosprmty","exsertion","glumecolor","glumepubsc","heightunif","jdmidrib","kercolor","kercover","kerplump","kershape","mesocarp","midribcol","nodaltillr","paniclecom","paniclelgt","paniclerec","panicleshp","pericarpco","plantcol","planthgt","rust","seedtype"
"663",295203,"USA016","PI 586171","Sorghum",49,"Resistant","None",0,"Erect","White","Almost starchy","Non-waxy",30,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Involuted","Plump","Oval","Thin","Colorless","No","Semi-loose",25,"Erect","Elliptical","Red","Purple-red",170," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"664",295204,"USA016","PI 586179","Sorghum",55,"Resistant","Long",0,"Drooping","White","Partly corneous","Non-waxy",30,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",33,"Erect","Lax","White","Purple",180," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"665",295206,"USA016","PI 586322","Sorghum",62,"Resistant","None",1,"Drooping","White","Partly corneous","Non-waxy",13,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",33,"Erect","Lax","White","Purple-red",287," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"666",295207,"USA016","PI 586334","Sorghum",56,"Resistant","None",0,"Drooping","White","Partly corneous","Non-waxy",40,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",31,"Erect","Lax","White","Purple-red",270," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"667",295208,"USA016","PI 586339","Sorghum",56,"Resistant","Long",0,"Drooping","White","Partly corneous","Non-waxy",8,"Tan","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Mixed","Involuted","Plump","Oval","Thick","Colorless","Yes","Semi-loose",48,"Erect","Elliptical","White","Purple",235," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"668",295209,"USA016","PI 586351","Sorghum",49,"Resistant","None",1,"Drooping","White","Partly corneous","Non-waxy",30,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",27,"Erect","Lax","White","Red-purple",195," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"669",295210,"USA016","PI 586391","Sorghum",49,"Resistant","None",1,"Erect","White","Completely starchy","Non-waxy",8,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","50% kernel covered","Plump","Round","Thick","Colorless","No","Compact",14,"Erect","Oval","Red","Purple",172," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"670",295211,"USA016","PI 586478","Sorghum",59,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",10,"Tan","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","50% kernel covered","Plump","Oval","Thin","Colorless","Yes","Semi-loose",25,"Erect","Elliptical","White","Tan",155," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"671",295212,"USA016","PI 586492","Sorghum",56,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",26,"Straw","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Mixed","75% kernel covered","Plump","Round","Thick","Colorless","Yes","Semi-loose",28,"Erect","Elliptical","Mixed","Red-purple",234," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"672",296421,"USA016","PI 453866","Sorghum",81,"Resistant","Long",0,"Erect","White","Partly corneous","Non-waxy",8,"Straw","No"," (2.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Kernel fully covered","Plump","Oval","Thick","Colorless","No","Semi-loose",14,"Erect","Elliptical","White","Purple-red",118," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"673",296537,"USA016","PI 457681","Sorghum",67,"Resistant","Long",0,"Erect","White","Partly corneous","Non-waxy",15,"Purple","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","75% kernel covered","Plump","Variable","Thin","Colorless","Yes","Semi-compact",22,"Recurved","Oval","Red","Red-purple",275," (2.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"674",311073,"USA016","PI 585347","Sorghum",49,"Resistant","None",0,"Erect","Yellow","Partly corneous","Non-waxy",14,"Purple","Intermediate","Very uniform","Intermediate","Yellow","75% kernel covered","Plump","Variable","Thin","Colorless","No","Semi-compact",23,"Erect","Elliptical","Lemon yellow","Purple-red",76," (1.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"675",311074,"USA016","PI 585350","Sorghum",56,"Resistant","None",0,"Erect","Yellow","Partly corneous","Non-waxy",16,"Red","Intermediate"," (2.0) (1.0 = Very uniform, 5.0 = Not uniform)","Intermediate","Yellow","75% kernel covered","Plump","Round","Thin","Colorless","Yes","Semi-compact",30,"Erect","Elliptical","Lemon yellow","Purple-red",72," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"676",311075,"USA016","PI 585372","Sorghum",63,"Resistant","None",0,"Erect","Yellow","Partly corneous","Non-waxy",0,"Tan","Intermediate","Very uniform","Dry","Yellow","50% kernel covered","Plump","Variable","Thin","Colorless","No","Semi-compact",27,"Erect","Elliptical","Lemon yellow","Tan",70," (1.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"677",311076,"USA016","PI 585374","Sorghum",56,"Resistant","None",0,"Erect","Yellow","Partly corneous","Non-waxy",9,"Straw","Yes"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Yellow","75% kernel covered","Plump","Round","Thin","Colorless","No","Semi-compact",25,"Erect","Elliptical","Lemon yellow","Purple-red",60," (2.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"678",311077,"USA016","PI 585435","Sorghum",70,"Resistant","None",0,"Erect","White","Almost starchy","Non-waxy",12,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Intermediate","Brown","75% kernel covered","Plump","Oval","Thick","Colorless","Yes","Loose",30,"Erect","Elliptical","Red","Red-purple",273," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"679",311078,"USA016","PI 585502","Sorghum",70,"Resistant","Long",1,"Erect","White","Partly corneous","Non-waxy",30,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Mixed","Kernel fully covered","Plump","Oval","Thin","Colorless","Yes","Loose",38,"Erect","Elliptical","Lemon yellow","Purple-red",310," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"680",311079,"USA016","PI 585510","Sorghum",65,"Resistant","Long",1,"Erect","White","Partly corneous","Non-waxy",35,"Straw","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","75% kernel covered","Plump","Oval","Thin","Colorless","Yes","Loose",35,"Erect","Elliptical","Red","Purple-red",200," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"681",311080,"USA016","PI 585570","Sorghum",85,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",7,"Straw","Yes"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","50% kernel covered","Plump","Oval","Thick","Colorless","Yes","Semi-loose",33,"Erect","Elliptical","White","Purple-red",240," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"682",311081,"USA016","PI 585665","Sorghum",67,"Resistant","Short",1,"Erect","White","Partly corneous","Non-waxy",16,"Straw","Intermediate"," (2.0) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Round","Thin","Colorless","Yes","Semi-loose",24,"Erect","Elliptical","White","Purple-red",118," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"683",311084,"USA016","PI 585721","Sorghum",53,"Resistant","Long",1,"Drooping","White","Partly corneous","Non-waxy",21,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Round","Thick","Colorless","No","Loose",34,"Erect","Lax","White","Red-purple",195," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"684",311085,"USA016","PI 585731","Sorghum",62,"Resistant","None",2,"Drooping","White","Completely corneous","Non-waxy",0,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",40,"Erect","Lax","White","Red-purple",200," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"685",311086,"USA016","PI 585739","Sorghum",44,"Resistant","Long",0,"Drooping","White","Almost corneous","Non-waxy",35,"Mixed","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",58,"Erect","Lax","White","Purple-red",155," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"686",311087,"USA016","PI 585788","Sorghum",61,"Resistant","None",0,"Drooping","White","Almost corneous","Non-waxy",20,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",60,"Erect","Lax","White","Purple-red",260," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"687",311088,"USA016","PI 585793","Sorghum",61,"Resistant","Long",0,"Drooping","White","Almost corneous","Non-waxy",27,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",46,"Erect","Lax","White","Purple-red",213," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"688",311089,"USA016","PI 585802","Sorghum",58,"Resistant","Long",2,"Drooping","White","Almost corneous","Non-waxy",23,"Straw","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Purple","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",49,"Erect","Lax","White","Purple-red",260," (2.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"689",311092,"USA016","PI 585854","Sorghum",56,"Resistant","None",1,"Erect","White","Partly corneous","Non-waxy",11,"Purple","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Variable","Thick","Colorless","Yes","Semi-compact",24,"Erect","Oval","White","Purple-red",171," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"690",311094,"USA016","PI 585916","Sorghum",64,"Resistant","None",2,"Drooping","White","Partly corneous","Non-waxy",9,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",49,"Erect","Lax","Red","Red",232," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"691",311095,"USA016","PI 585964","Sorghum",71,"Resistant","Short",2,"Drooping","White","Partly corneous","Non-waxy",19,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",18,"Erect","Lax","White","Red",276," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"692",311096,"USA016","PI 586034","Sorghum",73,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",17,"Tan","Intermediate"," (2.0) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Round","Thick","Colorless","Yes","Semi-loose",24,"Erect","Elliptical","White","Purple",230," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"693",311097,"USA016","PI 586037","Sorghum",77,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",5,"Tan","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Glumes longer than grain","Plump","Oval","Thick","Colorless","Yes","Semi-loose",32,"Erect","Elliptical","White","Red",250," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"694",311099,"USA016","PI 586044","Sorghum",64,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",7,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Round","Thick","Colorless","No","Semi-loose",25,"Erect","Lax","White","Purple-red",238," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"695",311100,"USA016","PI 586061","Sorghum",66,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",10,"Purple","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Intermediate","Brown","75% kernel covered","Plump","Oval","Thin","Green","No","Semi-compact",33,"Erect","Oval","Red","Red-purple",240," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"696",311102,"USA016","PI 586105","Sorghum",47,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",11,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Kernel fully covered","Plump","Round","Thick","Colorless","Yes","Semi-loose",41,"Erect","Elliptical","White","Red-purple",160," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"697",311103,"USA016","PI 586124","Sorghum",55,"Resistant","Long",2,"Drooping","White","Partly corneous","Non-waxy",19,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Round","Thick","Colorless","Yes","Loose",40,"Erect","Lax","White","Purple",195," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"698",311104,"USA016","PI 586159","Sorghum",55,"Resistant","None",0,"Drooping","White","Almost corneous","Non-waxy",26,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","No","Loose",15,"Erect","Lax","White","Purple",194," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"699",311105,"USA016","PI 586185","Sorghum",62,"Resistant","Long",0,"Drooping","White","Partly corneous","Non-waxy",21,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",34,"Erect","Lax","White","Red-purple",205," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"700",311106,"USA016","PI 586186","Sorghum",59,"Resistant","Long",2,"Drooping","White","Almost corneous","Non-waxy",19,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",41,"Erect","Lax","White","Red",270," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"701",311107,"USA016","PI 586291","Sorghum",56,"Resistant","Long",1,"Drooping","White","Partly corneous","Non-waxy",18,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",32,"Erect","Lax","White","Red",200," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"702",311108,"USA016","PI 586292","Sorghum",62,"Resistant","Long",1,"Drooping","White","Almost corneous","Non-waxy",13,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",50,"Erect","Lax","White","Red",272," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"703",311109,"USA016","PI 586295","Sorghum",56,"Resistant","Long",0,"Drooping","White","Partly corneous","Non-waxy",24,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","No","Loose",29,"Erect","Lax","White","Red-purple",240," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"704",311110,"USA016","PI 586300","Sorghum",62,"Resistant","Long",0,"Drooping","White","Almost corneous","Non-waxy",7,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",48,"Erect","Lax","White","Red",283," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"705",311112,"USA016","PI 586341","Sorghum",50,"Resistant","None",1,"Drooping","White","Partly corneous","Non-waxy",30,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",21,"Erect","Lax","White","Purple-red",200," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"706",311113,"USA016","PI 586350","Sorghum",56,"Resistant","None",1,"Erect","White","Almost starchy","Non-waxy",17,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Involuted","Plump","Oval","Thin","Colorless","No","Semi-loose",39,"Erect","Elliptical","Red","Purple-red",197," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"707",311114,"USA016","PI 586352","Sorghum",49,"Resistant","Long",1,"Drooping","White","Partly corneous","Non-waxy",33,"Straw","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",23,"Erect","Lax","White","Purple",204," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"708",311115,"USA016","PI 586366","Sorghum",49,"Resistant","None",0,"Erect","White","Almost starchy","Non-waxy",28,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Involuted","Plump","Oval","Thin","Colorless","No","Semi-loose",18,"Erect","Elliptical","Red","Purple",205," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"709",311116,"USA016","PI 586370","Sorghum",56,"Resistant","Long",1,"Drooping","White","Partly corneous","Non-waxy",30,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",38,"Erect","Lax","White","Purple",210," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"710",311117,"USA016","PI 586374","Sorghum",45,"Resistant","Long",1,"Erect","White","Partly corneous","Non-waxy",20,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Involuted","Plump","Oval","Thick","Colorless","Yes","Semi-loose",27,"Erect","Elliptical","Red","Red-purple",200,"Susceptible","Single"
"711",311118,"USA016","PI 586381","Sorghum",45,"Resistant","None",0,"Erect","White","Completely starchy","Non-waxy",0,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Involuted","Plump","Round","Thick","Colorless","No","Semi-compact",16,"Erect","Oval","Red","Purple-red",150," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"712",311119,"USA016","PI 586384","Sorghum",45,"Resistant","None",1,"Erect","White","Almost starchy","Non-waxy",8,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","50% kernel covered","Plump","Round","Thick","Colorless","Yes","Compact",12,"Erect","Oval","Red","Purple-red",160," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"713",311120,"USA016","PI 586410","Sorghum",69,"Resistant","Long",5,"Drooping","White","Completely corneous","Non-waxy",0,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",34,"Erect","Lax","Red","Red",216," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"714",311121,"USA016","PI 586423","Sorghum",71,"Resistant","Long",5,"Drooping","White","Completely corneous","Waxy",2,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",33,"Erect","Lax","White","Purple",190," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"715",311122,"USA016","PI 586487","Sorghum",62,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",6,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Juicy","Brown","75% kernel covered","Plump","Oval","Thin","Green","Yes","Semi-loose",20,"Erect","Elliptical","Red","Purple-red",220," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"716",311123,"USA016","PI 586493","Sorghum",64,"Resistant","None",0,"Erect","White","Almost starchy","Non-waxy",0,"Purple","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Round","Thick","Colorless","No","Semi-loose",24,"Erect","Oval","White","Purple",185," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"717",311124,"USA016","PI 586516","Sorghum",62,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",15,"Tan","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","25% kernel covered","Plump","Round","Thin","Colorless","No","Semi-loose",32,"Erect","Elliptical","White","Red",210," (1.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"718",326845,"USA016","PI 585314","Sorghum",44,"Resistant","Short",2,"Erect","White","Partly corneous","Non-waxy",37,"Purple","Intermediate"," (2.0) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","75% kernel covered","Plump","Oval","Thick","Colorless","Yes","Semi-loose",35,"Erect","Elliptical","Red","Red",183," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"719",326847,"USA016","PI 585369","Sorghum",51,"Resistant","None",0,"Erect","Yellow","Partly corneous","Non-waxy",22,"Purple","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Yellow","50% kernel covered","Plump","Round","Thin","Colorless","Yes","Semi-compact",29,"Erect","Elliptical","Lemon yellow","Purple-red",96," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"720",326848,"USA016","PI 585399","Sorghum",60,"Resistant","Long",1,"Erect","Yellow","Partly corneous","Non-waxy",0,"Tan","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Yellow","75% kernel covered","Plump","Round","Thin","Colorless","No","Semi-loose",37,"Erect","Elliptical","Lemon yellow","Red-purple",190," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"721",326849,"USA016","PI 585431","Sorghum",58,"Resistant","Long",0,"Erect","White","Partly corneous","Non-waxy",7,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","50% kernel covered","Plump","Oval","Thin","Colorless","Yes","Compact",15,"Erect","Oval","Red","Purple",230," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"722",326850,"USA016","PI 585469","Sorghum",70,"Resistant","None",2,"Drooping","White","Almost corneous","Non-waxy",10,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",48,"Erect","Lax","White","Red-purple",280," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"723",326852,"USA016","PI 585617","Sorghum",63,"Resistant","None",0,"Erect","White","Completely starchy","Non-waxy",7,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","50% kernel covered","Plump","Oval","Thin","Colorless","Yes","Semi-loose",28,"Erect","Elliptical","Red","Purple-red",277,"Resistant","Single"
"724",326855,"USA016","PI 585707","Sorghum",61,"Resistant","Long",0,"Drooping","White","Almost corneous","Non-waxy",20,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","No","Loose",34,"Erect","Lax","White","Purple-red",196," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"725",326856,"USA016","PI 585708","Sorghum",73,"Resistant","Long",1,"Drooping","White","Partly corneous","Non-waxy",20,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Round","Thin","Colorless","Yes","Loose",30,"Erect","Lax","White","Red-purple",160," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"726",326857,"USA016","PI 585733","Sorghum",56,"Resistant","Long",0,"Drooping","White","Completely corneous","Non-waxy",12,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",43,"Erect","Lax","White","Red-purple",195," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"727",326858,"USA016","PI 585757","Sorghum",53,"Resistant","Long",0,"Drooping","White","Completely corneous","Non-waxy",26,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",37,"Erect","Lax","White","Red-purple",144," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"728",326861,"USA016","PI 585841","Sorghum",44,"Resistant","Long",2,"Drooping","White","Completely corneous","Non-waxy",20,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",40,"Erect","Lax","White","Red-purple",156," (2.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"729",326863,"USA016","PI 585950","Sorghum",79,"Resistant","Short",0,"Drooping","White","Partly corneous","Non-waxy",25,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",43,"Erect","Lax","Red","Red",307," (2.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"730",326865,"USA016","PI 585983","Sorghum",55,"Resistant","None",2,"Drooping","White","Completely corneous","Non-waxy",19,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",35,"Erect","Lax","White","Purple-red",216," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"731",326866,"USA016","PI 586045","Sorghum",55,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",22,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Round","Thick","Colorless","No","Semi-loose",35,"Erect","Elliptical","White","Purple-red",203," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"732",326867,"USA016","PI 586053","Sorghum",64,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",10,"Black","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","50% kernel covered","Plump","Oval","Thin","Colorless","No","Semi-loose",30,"Erect","Elliptical","White","Purple",200," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"733",326868,"USA016","PI 586057","Sorghum",62,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",10,"Purple","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Intermediate","Brown","75% kernel covered","Plump","Oval","Thick","Green","Yes","Semi-compact",33,"Erect","Elliptical","Red","Purple",215," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"734",326869,"USA016","PI 586059","Sorghum",69,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",7,"Red","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","50% kernel covered","Plump","Round","Thin","Colorless","Yes","Semi-compact",32,"Erect","Oval","Red","Red-purple",247," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
